Date,Time,ITemp,IHumidity,OTemp,OHumidity,Pressure
06.06.2021,05:33:14,22.90,48.50,22.70,46.20,1023.23
06.06.2021,06:33:19,22.80,48.60,22.65,46.30,1023.28
06.06.2021,07:33:24,23.00,49.40,22.82,46.87,1023.42
06.06.2021,08:33:29,23.10,49.60,22.96,46.99,1023.64
06.06.2021,09:33:34,23.30,49.60,23.19,46.99,1023.68
06.06.2021,10:33:39,23.40,49.70,23.19,46.92,1023.66
06.06.2021,11:33:44,23.30,50.80,23.09,47.90,1023.65
06.06.2021,12:33:49,23.50,49.10,23.36,46.42,1023.60
06.06.2021,13:33:54,23.60,45.70,23.52,43.74,1023.47
06.06.2021,14:33:59,24.00,44.80,23.76,43.55,1023.46
06.06.2021,15:34:03,24.00,42.60,23.90,41.77,1023.25
06.06.2021,16:34:08,24.10,44.70,23.99,43.18,1022.85
06.06.2021,17:34:13,24.20,46.60,24.04,45.02,1022.74
06.06.2021,18:34:18,24.30,48.40,24.12,45.88,1022.52
06.06.2021,19:34:23,24.40,48.60,24.26,46.27,1022.52
06.06.2021,20:34:28,24.50,50.50,24.38,47.32,1022.75
06.06.2021,21:34:33,24.40,51.10,24.30,47.73,1022.94
06.06.2021,22:34:38,24.30,51.20,24.22,47.94,1023.24
06.06.2021,23:34:43,24.10,50.60,24.04,47.53,1022.99
06.06.2021,24:34:48,24.00,50.40,23.88,47.48,1023.02
07.06.2021,01:34:53,23.90,50.50,23.74,47.49,1022.85
07.06.2021,02:34:58,23.70,50.60,23.61,47.63,1022.71
07.06.2021,03:35:02,23.60,50.80,23.51,47.70,1022.55
07.06.2021,04:35:07,23.60,50.70,23.44,47.64,1022.52
07.06.2021,05:35:12,23.50,50.80,23.35,47.67,1022.46
07.06.2021,06:35:17,23.60,51.20,23.49,48.07,1022.60
07.06.2021,07:35:22,24.00,50.90,23.86,47.71,1022.96
07.06.2021,08:35:27,24.20,50.60,24.02,47.42,1023.01
07.06.2021,09:35:32,24.30,50.10,24.16,47.08,1022.94
07.06.2021,10:35:37,24.30,49.40,24.18,46.53,1022.95
07.06.2021,11:35:42,24.60,49.40,24.45,46.51,1022.86
07.06.2021,12:35:47,24.80,49.40,24.69,46.29,1022.53
07.06.2021,13:35:52,24.90,49.60,24.80,46.68,1022.34
07.06.2021,14:35:57,25.10,50.00,24.95,47.01,1022.25
07.06.2021,15:36:02,25.30,50.30,25.11,47.24,1022.10
07.06.2021,16:36:06,25.30,49.70,25.19,46.91,1021.89
07.06.2021,17:36:11,25.30,48.80,25.16,46.28,1021.46
07.06.2021,18:36:16,25.20,46.90,25.05,44.31,1021.29
07.06.2021,19:36:21,24.60,47.10,24.47,44.59,1021.50
07.06.2021,20:36:26,23.60,46.30,23.45,44.01,1021.95
07.06.2021,21:36:31,23.50,49.30,23.30,46.45,1022.28
07.06.2021,22:36:36,23.90,48.40,23.78,45.60,1022.34
07.06.2021,23:36:41,24.00,48.30,23.91,45.52,1022.19
07.06.2021,24:36:46,24.00,48.10,23.88,45.41,1022.28
08.06.2021,01:36:51,24.00,48.30,23.82,45.56,1022.28
08.06.2021,02:36:56,23.90,48.40,23.71,45.63,1022.32
08.06.2021,03:37:01,23.70,48.40,23.59,45.62,1022.37
08.06.2021,04:37:06,23.60,48.30,23.45,45.57,1022.52
08.06.2021,05:37:10,23.50,48.50,23.34,45.76,1022.59
08.06.2021,06:37:15,23.70,48.80,23.51,46.07,1022.70
08.06.2021,07:37:20,23.90,49.50,23.72,46.41,1022.82
08.06.2021,08:37:25,24.20,48.50,24.03,45.69,1022.86
08.06.2021,09:37:30,24.30,47.00,24.21,44.41,1022.81
08.06.2021,10:37:35,24.40,47.20,24.26,44.70,1022.60
08.06.2021,11:37:40,24.60,47.70,24.41,45.03,1022.31
08.06.2021,12:37:45,24.70,47.90,24.58,45.40,1022.17
08.06.2021,13:37:50,24.90,48.70,24.71,45.66,1021.89
08.06.2021,14:37:55,25.10,49.30,24.97,46.27,1021.66
08.06.2021,15:38:00,25.50,49.00,25.31,46.23,1021.33
08.06.2021,16:38:05,25.60,47.00,25.59,44.50,1021.01
08.06.2021,17:38:09,25.50,45.30,25.48,42.50,1020.73
08.06.2021,18:38:14,25.50,48.50,25.45,45.53,1020.50
08.06.2021,19:38:19,25.50,48.10,25.42,44.99,1020.57
08.06.2021,20:38:24,25.50,47.90,25.41,44.90,1020.52
08.06.2021,21:38:29,25.30,46.40,25.23,43.68,1020.90
08.06.2021,22:38:34,25.10,46.50,25.04,43.74,1021.11
08.06.2021,23:38:39,24.90,46.60,24.83,43.75,1021.02
08.06.2021,24:38:44,24.80,47.60,24.70,44.64,1020.86
09.06.2021,01:38:49,24.60,47.50,24.53,44.53,1020.82
09.06.2021,02:38:54,24.40,45.90,24.26,43.26,1020.78
09.06.2021,03:38:59,24.10,45.40,23.99,42.84,1020.73
09.06.2021,04:39:04,23.80,44.80,23.72,42.44,1020.68
09.06.2021,05:39:09,23.60,44.90,23.51,42.53,1020.47
09.06.2021,06:39:14,23.50,45.40,23.42,43.07,1020.47
09.06.2021,07:39:18,23.90,46.00,23.79,43.34,1020.53
09.06.2021,08:39:23,24.20,46.00,24.12,43.56,1020.64
09.06.2021,09:39:28,24.40,45.40,24.31,42.90,1020.57
09.06.2021,10:39:33,24.50,44.70,24.38,42.30,1020.53
09.06.2021,11:39:38,24.60,44.70,24.49,42.28,1020.43
09.06.2021,12:39:43,24.70,45.10,24.65,42.63,1020.31
09.06.2021,13:39:48,25.00,45.80,24.85,43.22,1019.91
09.06.2021,14:39:53,25.30,46.00,25.14,43.85,1019.56
09.06.2021,15:39:58,25.50,46.40,25.38,44.10,1019.37
09.06.2021,16:40:03,25.50,45.90,25.49,43.20,1019.03
09.06.2021,17:40:08,25.50,41.10,25.49,38.83,1018.78
09.06.2021,18:40:13,25.50,43.30,25.46,41.06,1018.52
09.06.2021,19:40:18,25.60,46.50,25.57,43.85,1018.80
09.06.2021,20:40:22,25.60,47.80,25.57,44.66,1019.20
09.06.2021,21:40:27,25.60,48.50,25.58,45.29,1019.70
09.06.2021,22:40:32,25.60,49.20,25.58,45.95,1019.87
09.06.2021,23:40:37,25.50,49.20,25.41,45.71,1019.94
09.06.2021,24:40:42,25.30,49.20,25.20,45.78,1019.80
10.06.2021,01:40:47,25.10,49.70,25.01,46.24,1019.67
10.06.2021,02:40:52,24.90,50.60,24.80,47.06,1019.26
10.06.2021,03:40:57,24.70,51.10,24.66,47.42,1019.03
10.06.2021,04:41:02,24.60,51.40,24.48,47.73,1018.85
10.06.2021,05:41:07,24.50,51.70,24.33,48.00,1019.49
10.06.2021,06:41:12,24.50,52.10,24.39,48.39,1019.96
10.06.2021,07:41:17,24.70,52.60,24.60,48.61,1019.68
10.06.2021,08:41:21,24.90,52.50,24.78,48.61,1019.84
10.06.2021,09:41:26,24.90,52.10,24.82,48.24,1020.07
10.06.2021,10:41:31,25.00,52.60,24.83,48.58,1020.27
10.06.2021,11:41:36,25.10,52.10,25.03,48.16,1020.02
10.06.2021,12:41:41,25.20,52.00,25.17,48.09,1019.59
10.06.2021,13:41:46,25.50,51.70,25.41,47.55,1019.19
10.06.2021,14:41:51,25.70,51.60,25.61,47.47,1018.82
10.06.2021,15:41:56,25.80,51.60,25.66,47.49,1018.86
10.06.2021,16:42:01,25.80,51.50,25.68,47.53,1018.58
10.06.2021,17:42:06,25.70,51.40,25.64,47.57,1018.25
10.06.2021,18:42:10,25.60,51.80,25.58,47.78,1018.09
10.06.2021,19:42:15,25.60,52.60,25.58,48.36,1017.80
10.06.2021,20:42:20,25.60,53.10,25.56,48.82,1017.92
10.06.2021,21:42:25,25.60,53.60,25.49,49.36,1018.09
10.06.2021,22:42:30,25.50,54.30,25.35,49.94,1018.42
10.06.2021,23:42:35,25.10,54.80,25.06,50.37,1018.09
10.06.2021,24:42:40,24.90,55.20,24.80,50.63,1018.00
11.06.2021,01:42:45,24.70,55.30,24.59,50.76,1017.80
11.06.2021,02:42:50,24.50,55.50,24.37,50.89,1017.75
11.06.2021,03:42:55,24.20,55.90,24.15,51.27,1017.79
11.06.2021,04:43:00,24.10,56.70,23.97,52.04,1017.92
11.06.2021,05:43:05,24.00,57.40,23.88,52.51,1017.94
11.06.2021,06:43:09,24.10,57.50,23.96,52.65,1017.94
11.06.2021,07:43:14,24.30,56.90,24.20,52.15,1018.03
27.06.2021,13:58:51,23.00,60.50,22.51,55.08,1015.40
27.06.2021,14:58:56,23.40,59.90,23.22,54.35,1015.02
27.06.2021,15:59:01,23.40,60.00,23.23,54.15,1014.48
27.06.2021,16:59:06,23.30,59.60,23.23,53.78,1013.99
27.06.2021,17:59:11,23.60,60.20,23.54,53.97,1014.18
27.06.2021,18:59:16,23.80,59.10,23.67,52.88,1014.23
27.06.2021,19:59:21,24.00,61.00,23.86,54.41,1014.63
27.06.2021,20:59:26,24.00,60.10,23.91,53.79,1014.90
27.06.2021,21:59:31,23.90,59.20,23.87,52.97,1015.09
27.06.2021,22:59:36,23.80,58.00,23.74,52.18,1015.01
27.06.2021,23:59:40,23.50,57.60,23.38,51.76,1015.16
27.06.2021,24:59:45,23.30,57.90,23.09,52.19,1014.68
28.06.2021,01:59:50,23.10,58.30,22.90,52.61,1014.20
28.06.2021,02:59:55,23.00,58.70,22.82,52.80,1013.63
28.06.2021,04:00:00,22.80,58.90,22.67,53.04,1013.66
28.06.2021,05:00:05,22.70,59.00,22.59,53.04,1013.61
28.06.2021,06:00:10,22.90,59.30,22.69,53.46,1013.90
28.06.2021,07:00:15,22.80,59.30,22.67,53.51,1013.93
28.06.2021,08:00:20,22.70,59.30,22.56,53.31,1013.86
28.06.2021,09:00:25,22.90,60.20,22.66,54.13,1014.25
28.06.2021,10:00:30,22.80,60.50,22.70,54.54,1014.77
28.06.2021,11:00:34,22.90,60.60,22.72,54.46,1014.54
28.06.2021,12:00:39,23.00,60.10,22.76,54.13,1014.85
28.06.2021,13:00:44,22.80,60.20,22.70,54.17,1015.26
28.06.2021,14:00:49,22.90,60.30,22.72,53.65,1015.29
28.06.2021,15:00:54,23.00,60.20,22.86,54.00,1015.40
28.06.2021,16:00:59,23.10,60.30,22.93,54.17,1015.22
28.06.2021,17:01:04,23.10,60.40,22.88,54.29,1014.81
28.06.2021,18:01:09,23.10,60.00,22.92,53.84,1014.45
28.06.2021,19:01:14,23.10,59.80,22.97,53.67,1014.61
28.06.2021,20:01:19,23.10,60.50,22.96,53.75,1014.82
28.06.2021,21:01:24,23.10,61.00,23.01,53.52,1014.74
28.06.2021,22:01:29,23.10,61.60,23.00,54.32,1015.25
28.06.2021,23:01:33,23.10,61.30,22.98,54.52,1015.42
28.06.2021,24:01:38,23.00,61.10,22.83,54.89,1015.09
29.06.2021,01:01:43,22.80,60.80,22.64,54.55,1014.66
29.06.2021,02:01:48,22.60,60.50,22.47,54.40,1014.07
29.06.2021,03:01:53,22.50,60.40,22.32,54.28,1013.90
29.06.2021,04:01:58,22.40,60.30,22.20,54.19,1014.27
29.06.2021,05:02:03,22.20,60.20,22.08,54.12,1014.07
29.06.2021,06:02:08,22.20,60.80,22.06,54.71,1013.98
29.06.2021,07:02:13,22.30,60.60,22.14,54.58,1014.23
29.06.2021,08:02:18,22.30,60.30,22.15,54.24,1014.39
29.06.2021,09:02:23,22.50,60.40,22.28,54.33,1014.74
29.06.2021,10:02:28,22.60,60.20,22.46,53.97,1014.83
29.06.2021,11:02:32,22.70,59.70,22.60,53.11,1015.06
29.06.2021,12:02:37,22.90,59.40,22.71,53.27,1015.14
29.06.2021,13:02:42,22.90,59.60,22.80,53.45,1015.19
29.06.2021,14:02:47,23.00,59.90,22.81,53.12,1015.26
29.06.2021,15:02:52,23.10,59.60,22.99,52.95,1015.10
29.06.2021,16:02:57,23.30,59.30,23.16,53.27,1015.15
29.06.2021,17:03:02,23.10,59.50,23.04,53.42,1015.19
29.06.2021,18:03:07,23.10,60.20,22.99,53.80,1015.14
29.06.2021,19:03:12,23.00,60.00,22.82,53.81,1015.62
29.06.2021,20:03:17,22.80,59.90,22.66,53.77,1015.90
29.06.2021,21:03:22,22.60,60.10,22.53,53.98,1016.04
29.06.2021,22:03:26,22.80,62.20,22.61,54.51,1016.29
29.06.2021,23:03:31,22.80,62.30,22.68,55.48,1016.04
29.06.2021,24:03:36,22.70,61.80,22.58,55.45,1016.10
30.06.2021,01:03:41,22.50,61.20,22.37,54.95,1015.84
30.06.2021,02:03:46,22.40,60.90,22.21,54.72,1015.78
30.06.2021,03:03:51,22.20,60.60,22.06,54.48,1015.79
30.06.2021,04:03:56,22.10,60.50,21.93,54.39,1015.64
30.06.2021,05:04:01,22.00,60.30,21.81,54.32,1015.80
30.06.2021,06:04:06,22.10,60.50,21.87,54.50,1015.96
30.06.2021,07:04:11,22.10,60.40,21.89,54.31,1015.75
30.06.2021,08:04:16,22.00,60.00,21.80,54.03,1015.90
30.06.2021,09:04:21,22.10,60.00,21.94,54.10,1016.04
30.06.2021,10:04:26,22.20,60.00,21.98,54.04,1016.45
30.06.2021,11:04:31,22.40,60.00,22.19,53.43,1016.42
30.06.2021,12:04:35,22.40,60.00,22.26,53.85,1016.43
30.06.2021,13:04:40,22.60,59.60,22.39,53.26,1016.49
30.06.2021,14:04:45,22.50,59.30,22.39,53.28,1016.60
30.06.2021,15:04:50,22.60,59.70,22.42,53.50,1016.71
30.06.2021,16:04:55,22.50,59.90,22.38,53.66,1016.86
30.06.2021,17:05:00,22.50,60.00,22.33,53.74,1016.86
30.06.2021,18:05:05,22.40,60.20,22.29,53.82,1016.75
30.06.2021,19:05:10,22.50,60.30,22.33,53.90,1016.71
30.06.2021,20:05:15,22.60,61.10,22.43,53.72,1016.80
30.06.2021,21:05:20,22.60,61.20,22.40,54.12,1017.01
30.06.2021,22:05:25,22.50,61.20,22.37,54.53,1017.29
30.06.2021,23:05:29,22.50,61.10,22.26,54.92,1017.51
